group	accession	protein_length	double_core	repeat1	repeat1_i_evalue	repeat2	repeat2_i_evalue
CMD-like	tr|A0A1K2HY36|A0A1K2HY36_9HYPH	132	0				
CMD-like	tr|A0A1K2HY75|A0A1K2HY75_9HYPH	188	0				
CMD-like	tr|A0A1L2ZPB1|A0A1L2ZPB1_9MICC	166	0				
CMD-like	tr|A0A1L3I584|A0A1L3I584_9RHOB	140	0				
CMD-like	tr|A0A1L3J930|A0A1L3J930_9SPHN	201	0				
CMD-like	tr|A0A1L3MHE4|A0A1L3MHE4_9MICO	178	0				
CMD-like	tr|A0A1L3MLE5|A0A1L3MLE5_9MICO	194	0				
CMD-like	tr|A0A1L3SMV5|A0A1L3SMV5_9HYPH	196	0				
CMD-like	tr|A0A1L3SNZ7|A0A1L3SNZ7_9HYPH	126	0				
CMD-like	tr|A0A1L3SQH0|A0A1L3SQH0_9HYPH	130	0				
CMD-like	tr|A0A1L3SQH8|A0A1L3SQH8_9HYPH	187	0				
CMD-like	tr|A0A1L4CZM8|A0A1L4CZM8_9BACT	183	0				
CMD-like	tr|A0A1L7WEI6|A0A1L7WEI6_9HELO	182	0				
CMD-like	tr|A0A1L8CTV5|A0A1L8CTV5_9THEO	124	0				
CMD-like	tr|A0A1L8CUX0|A0A1L8CUX0_9THEO	124	0				
CMD-like	tr|A0A1L9BBV6|A0A1L9BBV6_9BACT	182	0				
CMD-like	tr|A0A1L9BKV8|A0A1L9BKV8_9BACT	149	0				
CMD-like	tr|A0A1L9MYL7|A0A1L9MYL7_ASPTC	204	0				
CMD-like	tr|A0A1L9N0L0|A0A1L9N0L0_ASPTC	182	0				
CMD-like	tr|A0A1L9RVG7|A0A1L9RVG7_ASPWE	136	0				
CMD-like	tr|A0A1L9RX24|A0A1L9RX24_ASPWE	185	0				
CMD-like	tr|A0A1L9SD85|A0A1L9SD85_9EURO	203	0				
CMD-like	tr|A0A1L9TVM6|A0A1L9TVM6_9EURO	177	0				
CMD-like	tr|A0A1L9U8Q6|A0A1L9U8Q6_ASPBC	142	0				
CMD-like	tr|A0A1L9X2T7|A0A1L9X2T7_ASPA1	189	0				
CMD-like	tr|A0A1M4RYA0|A0A1M4RYA0_9ACTO	148	0				
CMD-like	tr|A0A1M4UVP0|A0A1M4UVP0_9ACTN	130	0				
CMD-like	tr|A0A1M5DA69|A0A1M5DA69_LOKAT	188	0				
CMD-like	tr|A0A1M5PVR7|A0A1M5PVR7_STRHI	146	0				
CMD-like	tr|A0A1M5QA12|A0A1M5QA12_9BURK	170	0				
CMD-like	tr|A0A1M5QCE1|A0A1M5QCE1_9BURK	137	0				
CMD-like	tr|A0A1M5XDN6|A0A1M5XDN6_9RHOB	129	0				
CMD-like	tr|A0A1M6D2Q2|A0A1M6D2Q2_9PROT	192	0				
CMD-like	tr|A0A1M6DFR2|A0A1M6DFR2_9RHOB	191	0				
CMD-like	tr|A0A1M6RL01|A0A1M6RL01_9FIRM	143	0				
CMD-like	tr|A0A1M6SF55|A0A1M6SF55_9FLAO	156	0				
CMD-like	tr|A0A1M6SH75|A0A1M6SH75_9FIRM	144	0				
CMD-like	tr|A0A1M6X078|A0A1M6X078_9ACTN	170	0				
CMD-like	tr|A0A1M6Y6C1|A0A1M6Y6C1_9BRAD	182	0				
CMD-like	tr|A0A1M6YAK4|A0A1M6YAK4_9RHOB	126	0				
CMD-like	tr|A0A1M6YC22|A0A1M6YC22_9BRAD	208	0				
CMD-like	tr|A0A1M6ZB85|A0A1M6ZB85_9FLAO	137	0				
CMD-like	tr|A0A1M7AGZ8|A0A1M7AGZ8_9RHOB	137	0				
CMD-like	tr|A0A1M7B0F7|A0A1M7B0F7_PSETH	185	0				
CMD-like	tr|A0A1M7GBX0|A0A1M7GBX0_CHRCU	147	0				
CMD-like	tr|A0A1M7H6F9|A0A1M7H6F9_9FLAO	147	0				
CMD-like	tr|A0A1M7R9F4|A0A1M7R9F4_9BURK	124	0				
CMD-like	tr|A0A1M7TFX1|A0A1M7TFX1_9RHOB	142	0				
CMD-like	tr|A0A1M7TIB7|A0A1M7TIB7_9BACT	126	0				
CMD-like	tr|A0A1M7YYL9|A0A1M7YYL9_9VIBR	156	0				
CMD-like	tr|A0A1M7Z1D0|A0A1M7Z1D0_9VIBR	183	0				
CMD-like	tr|A0A1N5VIJ2|A0A1N5VIJ2_9ACTN	130	0				
CMD-like	tr|A0A1N6JCJ9|A0A1N6JCJ9_9BURK	135	0				
CMD-like	tr|A0A1N6MUF4|A0A1N6MUF4_9GAMM	181	0				
CMD-like	tr|A0A1N6TVH7|A0A1N6TVH7_9BACI	123	0				
CMD-like	tr|A0A1V3NUI1|A0A1V3NUI1_9GAMM	136	0				
CMD-like	tr|A0A1V3WUH5|A0A1V3WUH5_MYCKA	192	0				
CMD-like	tr|A0A1V3X305|A0A1V3X305_MYCKA	163	0				
CMD-like	tr|A0A1V6M145|A0A1V6M145_9BACT	148	0				
CMD-like	tr|A0A1V6RK27|A0A1V6RK27_9EURO	148	0				
CMD-like	tr|A0A1V6S223|A0A1V6S223_9EURO	149	0				
CMD-like	tr|A0A1V8MAH4|A0A1V8MAH4_9GAMM	186	0				
CMD-like	tr|A0A1V8TBR3|A0A1V8TBR3_9PEZI	187	0				
CMD-like	tr|A0A1V9E4A4|A0A1V9E4A4_9BACT	189	0				
CMD-like	tr|A0A1V9EJ57|A0A1V9EJ57_9BACT	153	0				
CMD-like	tr|A0A1V9EQ61|A0A1V9EQ61_9BACT	144	0				
CMD-like	tr|A0A1V9FDK4|A0A1V9FDK4_9BACT	154	0				
CMD-like	tr|A0A1W0AAA5|A0A1W0AAA5_9STRA	139	0				
CMD-like	tr|A0A1W1UBJ7|A0A1W1UBJ7_9DEIO	147	0				
CMD-like	tr|A0A1W1VUN7|A0A1W1VUN7_9FIRM	130	0				
CMD-like	tr|A0A1W1XKN7|A0A1W1XKN7_9BACT	151	0				
CMD-like	tr|A0A1W1Y236|A0A1W1Y236_9BURK	187	0				
CMD-like	tr|A0A1W2AJK8|A0A1W2AJK8_9FIRM	122	0				
CMD-like	tr|A0A1W2AL58|A0A1W2AL58_9BACT	131	0				
CMD-like	tr|A0A1W2B676|A0A1W2B676_9BURK	180	0				
CMD-like	tr|A0A1W2E0G3|A0A1W2E0G3_9FIRM	130	0				
CMD-like	tr|A0A1W2ESJ6|A0A1W2ESJ6_9FIRM	131	0				
CMD-like	tr|A0A1W2FR24|A0A1W2FR24_KIBAR	190	0				
CMD-like	tr|A0A1W5CSR4|A0A1W5CSR4_9LECA	189	0				
CMD-like	tr|A0A1W6LBM0|A0A1W6LBM0_9BURK	178	0				
CMD-like	tr|A0A1W6MZD0|A0A1W6MZD0_9HYPH	185	0				
CMD-like	tr|A0A1W6NYP3|A0A1W6NYP3_9RHOB	198	0				
CMD-like	tr|A0A1W6YJE6|A0A1W6YJE6_9BORD	147	0				
CMD-like	tr|A0A1W6YNG9|A0A1W6YNG9_9BORD	207	0				
CMD-like	tr|A0A1W6Z773|A0A1W6Z773_9BORD	138	0				
CMD-like	tr|A0A1W7A0Q5|A0A1W7A0Q5_9HYPH	126	0				
CMD-like	tr|A0A1W9ZNR3|A0A1W9ZNR3_MYCAI	186	0				
CMD-like	tr|A0A1X0BW85|A0A1X0BW85_MYCCF	205	0				
CMD-like	tr|A0A1X0D4J4|A0A1X0D4J4_9MYCO	181	0				
CMD-like	tr|A0A1X0DG05|A0A1X0DG05_9MYCO	175	0				
CMD-like	tr|A0A1X0XL82|A0A1X0XL82_MYCSI	185	0				
CMD-like	tr|A0A1X0Y2N1|A0A1X0Y2N1_9BACT	129	0				
CMD-like	tr|A0A1X1EJM2|A0A1X1EJM2_PANCY	138	0				
CMD-like	tr|A0A1X1PBG7|A0A1X1PBG7_9BURK	151	0				
CMD-like	tr|A0A1X1PF60|A0A1X1PF60_9BURK	151	0				
CMD-like	tr|A0A1X1RTD8|A0A1X1RTD8_MYCCE	122	0				
CMD-like	tr|A0A1X1RWJ8|A0A1X1RWJ8_MYCCE	191	0				
CMD-like	tr|A0A1X1SWX5|A0A1X1SWX5_9MYCO	189	0				
CMD-like	tr|A0A1X1T1N5|A0A1X1T1N5_9MYCO	184	0				
CMD-like	tr|A0A1X1UH01|A0A1X1UH01_MYCFL	208	0				
CMD-like	tr|A0A1X1WD89|A0A1X1WD89_MYCIR	147	0				
CMD-like	tr|A0A1X1WWH6|A0A1X1WWH6_MYCIR	192	0				
CMD-like	tr|A0A1X1Y7B8|A0A1X1Y7B8_9MYCO	153	0				
CMD-like	tr|A0A1X1YIR4|A0A1X1YIR4_9MYCO	182	0				
CMD-like	tr|A0A1X2ALF4|A0A1X2ALF4_9MYCO	192	0				
CMD-like	tr|A0A1X2EN80|A0A1X2EN80_9MYCO	179	0				
CMD-like	tr|A0A1X4XW78|A0A1X4XW78_9BACT	123	0				
CMD-like	tr|A0A1X6ZQM1|A0A1X6ZQM1_9RHOB	153	0				
CMD-like	tr|A0A1X6ZVC4|A0A1X6ZVC4_9RHOB	188	0				
CMD-like	tr|A0A1X6ZYC3|A0A1X6ZYC3_9RHOB	126	0				
CMD-like	tr|A0A1X7ALY7|A0A1X7ALY7_9GAMM	184	0				
CMD-like	tr|A0A1X7FWZ2|A0A1X7FWZ2_TRICW	146	0				
CMD-like	tr|A0A1Y0CBV8|A0A1Y0CBV8_9MYCO	169	0				
CMD-like	tr|A0A1Y0I8I8|A0A1Y0I8I8_9GAMM	184	0				
CMD-like	tr|A0A1Y1CL51|A0A1Y1CL51_9BACT	131	0				
CMD-like	tr|A0A1Y1SE23|A0A1Y1SE23_9GAMM	205	0				
CMD-like	tr|A0A1Y2F567|A0A1Y2F567_PROLT	147	0				
CMD-like	tr|A0A1Y2KZ99|A0A1Y2KZ99_9PROT	136	0				
CMD-like	tr|A0A1Y5RAT7|A0A1Y5RAT7_9PROT	184	0				
CMD-like	tr|A0A1Y5SN75|A0A1Y5SN75_9RHOB	143	0				
CMD-like	tr|A0A1Y5SS26|A0A1Y5SS26_9PROT	147	0				
CMD-like	tr|A0A1Y5T8P9|A0A1Y5T8P9_9RHOB	136	0				
CMD-like	tr|A0A1Y5TJ50|A0A1Y5TJ50_9RHOB	184	0				
CMD-like	tr|A0A1Y5TS32|A0A1Y5TS32_9RHOB	177	0				
CMD-like	tr|A0A1Y5TXJ7|A0A1Y5TXJ7_9RHOB	186	0				
CMD-like	tr|A0A1Y5U1G6|A0A1Y5U1G6_9RHOB	188	0				
CMD-like	tr|A0A1Y5U233|A0A1Y5U233_9RHOB	198	0				
CMD-like	tr|A0A1Y6C5K5|A0A1Y6C5K5_9NEIS	130	0				
CMD-like	tr|A0A1Y6C642|A0A1Y6C642_9PROT	127	0				
CMD-like	tr|A0A1Y6ISR5|A0A1Y6ISR5_9VIBR	153	0				
CMD-like	tr|A0A1Z1WN26|A0A1Z1WN26_9ACTN	192	0				
CMD-like	tr|A0A1Z4BV33|A0A1Z4BV33_METPY	143	0				
CMD-like	tr|A0A1Z4LJ93|A0A1Z4LJ93_9CYAN	190	0				
CMD-like	tr|A0A202B3W7|A0A202B3W7_CHRVL	154	0				
CMD-like	tr|A0A211ZEK1|A0A211ZEK1_9PROT	158	0				
CMD-like	tr|A0A212C5I5|A0A212C5I5_CEREH	137	0				
CMD-like	tr|A0A212T3W3|A0A212T3W3_9BURK	123	0				
CMD-like	tr|A0A220S2Y2|A0A220S2Y2_9NEIS	125	0				
CMD-like	tr|A0A220VFU0|A0A220VFU0_9GAMM	131	0				
CMD-like	tr|A0A221P0Y3|A0A221P0Y3_9ACTN	157	0				
CMD-like	tr|A0A221P8R1|A0A221P8R1_9ACTN	133	0				
CMD-like	tr|A0A221VYH9|A0A221VYH9_9PSEU	146	0				
CMD-like	tr|A0A222FKG5|A0A222FKG5_9GAMM	150	0				
CMD-like	tr|A0A222NZG4|A0A222NZG4_9GAMM	126	0				
CMD-like	tr|A0A223NYF4|A0A223NYF4_9SPHI	192	0				
CMD-like	tr|A0A225E4J8|A0A225E4J8_9BACT	134	0				
CMD-like	tr|A0A225MRD0|A0A225MRD0_9BURK	194	0				
CMD-like	tr|A0A225MYB1|A0A225MYB1_9BURK	123	0				
CMD-like	tr|A0A225SMD5|A0A225SMD5_9BURK	153	0				
CMD-like	tr|A0A229SP60|A0A229SP60_9PSEU	123	0				
CMD-like	tr|A0A229UQX0|A0A229UQX0_9BACL	147	0				
CMD-like	tr|A0A229US52|A0A229US52_9BACL	136	0				
CMD-like	tr|A0A231HAD6|A0A231HAD6_9NOCA	193	0				
CMD-like	tr|A0A231UWU7|A0A231UWU7_9HYPH	143	0				
CMD-like	tr|A0A238D2H0|A0A238D2H0_THIDL	132	0				
CMD-like	tr|A0A238J2C2|A0A238J2C2_9RHOB	144	0				
CMD-like	tr|A0A238KGD1|A0A238KGD1_9RHOB	186	0				
CMD-like	tr|A0A238LFE6|A0A238LFE6_9RHOB	131	0				
CMD-like	tr|A0A238XTG7|A0A238XTG7_9RHOB	124	0				
CMD-like	tr|A0A238YRR1|A0A238YRR1_9ACTN	148	0				
CMD-like	tr|A0A239BBT5|A0A239BBT5_9SPHN	123	0				
CMD-like	tr|A0A239D1Z4|A0A239D1Z4_9PSED	126	0				
CMD-like	tr|A0A239HID2|A0A239HID2_9RHOB	133	0				
CMD-like	tr|A0A239M2Z6|A0A239M2Z6_9BURK	132	0				
CMD-like	tr|A0A239PM94|A0A239PM94_9RHOB	181	0				
CMD-like	tr|A0A241VKF5|A0A241VKF5_9GAMM	121	0				
CMD-like	tr|A0A242CK28|A0A242CK28_9ENTE	128	0				
CMD-like	tr|A0A242NI54|A0A242NI54_9GAMM	126	0				
CMD-like	tr|A0A243Q4P1|A0A243Q4P1_9ACTN	148	0				
CMD-like	tr|A0A243QDH7|A0A243QDH7_9ACTN	169	0				
CMD-like	tr|A0A243RVT9|A0A243RVT9_9ACTN	187	0				
CMD-like	tr|A0A243W7R3|A0A243W7R3_9BACT	184	0				
CMD-like	tr|A0A245ZNJ5|A0A245ZNJ5_9SPHN	151	0				
CMD-like	tr|A0A246J4E1|A0A246J4E1_9BURK	143	0				
CMD-like	tr|A0A246WK52|A0A246WK52_9BURK	177	0				
CMD-like	tr|A0A248JZJ8|A0A248JZJ8_9PROT	129	0				
CMD-like	tr|A0A248K2R9|A0A248K2R9_9PROT	129	0				
CMD-like	tr|A0A255G6Z4|A0A255G6Z4_9ACTN	150	0				
CMD-like	tr|A0A255H981|A0A255H981_9ACTN	185	0				
CMD-like	tr|A0A255Z7D2|A0A255Z7D2_9SPHN	195	0				
CMD-like	tr|A0A256FGW1|A0A256FGW1_9HYPH	153	0				
CMD-like	tr|A0A259U1R9|A0A259U1R9_9BACT	168	0				
CMD-like	tr|A0A261RJ16|A0A261RJ16_9BORD	139	0				
CMD-like	tr|A0A261S619|A0A261S619_9BORD	194	0				
CMD-like	tr|A0A261SA78|A0A261SA78_9BORD	141	0				
CMD-like	tr|A0A261SCA4|A0A261SCA4_9BORD	180	0				
CMD-like	tr|A0A261TBU3|A0A261TBU3_9BORD	138	0				
CMD-like	tr|A0A261U5I8|A0A261U5I8_9BORD	204	0				
CMD-like	tr|A0A261UJN2|A0A261UJN2_9BORD	126	0				
CMD-like	tr|A0A261UXQ8|A0A261UXQ8_9BORD	138	0				
CMD-like	tr|A0A261VQQ3|A0A261VQQ3_9BORD	147	0				
CMD-like	tr|A0A263CVN4|A0A263CVN4_9PSEU	165	0				
CMD-like	tr|A0A263D0U8|A0A263D0U8_9PSEU	156	0				
CMD-like	tr|A0A268F1Y8|A0A268F1Y8_9BACL	161	0				
CMD-like	tr|A0A269PBT1|A0A269PBT1_9CORY	126	0				
CMD-like	tr|A0A272EVW3|A0A272EVW3_9RHOO	147	0				
CMD-like	tr|A0A284VJS4|A0A284VJS4_9EURY	179	0				
CMD-like	tr|A0A284VRW4|A0A284VRW4_9EURY	142	0				
CMD-like	tr|A0A284VTT0|A0A284VTT0_9EURY	149	0				
CMD-like	tr|A0A285KCP0|A0A285KCP0_9ACTN	203	0				
CMD-like	tr|A0A285U6B4|A0A285U6B4_9HYPH	188	0				
CMD-like	tr|A0A286DB92|A0A286DB92_9GAMM	159	0				
CMD-like	tr|A0A286GQM4|A0A286GQM4_9PROT	133	0				
CMD-like	tr|A0A291H0F1|A0A291H0F1_9MICO	184	0				
CMD-like	tr|A0A291LYC6|A0A291LYC6_9RHOB	134	0				
CMD-like	tr|A0A291QUV5|A0A291QUV5_9BACT	148	0				
CMD-like	tr|A0A291QZV4|A0A291QZV4_9BACT	153	0				
CMD-like	tr|A0A292Q2I1|A0A292Q2I1_9PEZI	191	0				
CMD-like	tr|A0A2A2D492|A0A2A2D492_9ACTN	133	0				
CMD-like	tr|A0A2A2ELP3|A0A2A2ELP3_9BIFI	171	0				
CMD-like	tr|A0A2A2FC02|A0A2A2FC02_9GAMM	126	0				
CMD-like	tr|A0A2A3L2E7|A0A2A3L2E7_MYCAV	203	0				
CMD-like	tr|A0A2A3MDP1|A0A2A3MDP1_9PSED	153	0				
CMD-like	tr|A0A2A4CNM4|A0A2A4CNM4_9RHOB	124	0				
CMD-like	tr|A0A2A4G470|A0A2A4G470_9FLAO	145	0				
CMD-like	tr|A0A2A5KJR5|A0A2A5KJR5_9HYPH	177	0				
CMD-like	tr|A0A2A6FMJ8|A0A2A6FMJ8_9HYPH	128	0				
CMD-like	tr|A0A2A6FMQ7|A0A2A6FMQ7_9HYPH	125	0				
CMD-like	tr|A0A2A7N0C2|A0A2A7N0C2_MYCAG	203	0				
CMD-like	tr|A0A2A7N3D5|A0A2A7N3D5_MYCAG	156	0				
CMD-like	tr|A0A2A7NG60|A0A2A7NG60_MYCAG	184	0				
CMD-like	tr|A0A2A7NVQ1|A0A2A7NVQ1_9MYCO	165	0				
CMD-like	tr|A0A2A8CUQ9|A0A2A8CUQ9_9BACT	199	0				
CMD-like	tr|A0A2A9NYU6|A0A2A9NYU6_9AGAR	176	0				
CMD-like	tr|A0A2B7Y5A5|A0A2B7Y5A5_POLH7	191	0				
CMD-like	tr|A0A2B7YA47|A0A2B7YA47_9EURO	186	0				
CMD-like	tr|A0A2B8BMV6|A0A2B8BMV6_9PROT	132	0				
CMD-like	tr|A0A2C9D3W4|A0A2C9D3W4_9HYPH	188	0				
CMD-like	tr|A0A2D2ATL2|A0A2D2ATL2_9CAUL	183	0				
CMD-like	tr|A0A2D2B1A6|A0A2D2B1A6_9CAUL	180	0				
CMD-like	tr|A0A2G1BT25|A0A2G1BT25_9FLAO	150	0				
CMD-like	tr|A0A2G1QI22|A0A2G1QI22_9HYPH	199	0				
CMD-like	tr|A0A2G5P670|A0A2G5P670_9MYCO	150	0				
CMD-like	tr|A0A2G8SNE6|A0A2G8SNE6_9APHY	198	0				
CMD-like	tr|A0A2H3NNJ9|A0A2H3NNJ9_9BACT	170	0				
CMD-like	tr|A0A2H3NWY0|A0A2H3NWY0_9BACT	208	0				
CMD-like	tr|A0A2H4VMU1|A0A2H4VMU1_9EURY	129	0				
CMD-like	tr|A0A2H4VTZ1|A0A2H4VTZ1_9EURY	129	0				
CMD-like	tr|A0A2I2GPS3|A0A2I2GPS3_9EURO	202	0				
CMD-like	tr|A0A2I2KHX4|A0A2I2KHX4_9ACTN	175	0				
CMD-like	tr|A0A2I2KHX7|A0A2I2KHX7_9ACTN	142	0				
CMD-like	tr|A0A2I5TB33|A0A2I5TB33_PROCF	145	0				
CMD-like	tr|A0A2I6S3C8|A0A2I6S3C8_9RHOO	199	0				
CMD-like	tr|A0A2I7N8Y8|A0A2I7N8Y8_9NEIS	137	0				
CMD-like	tr|A0A2J6Q558|A0A2J6Q558_9HELO	136	0				
CMD-like	tr|A0A2J6QFA3|A0A2J6QFA3_9HELO	142	0				
CMD-like	tr|A0A2J6QXW3|A0A2J6QXW3_HYAVF	182	0				
CMD-like	tr|A0A2J6TR62|A0A2J6TR62_9HELO	149	0				
CMD-like	tr|A0A2J7ZE52|A0A2J7ZE52_STRMQ	154	0				
CMD-like	tr|A0A2K2UD57|A0A2K2UD57_9ACTN	122	0				
CMD-like	tr|A0A2K4F9T8|A0A2K4F9T8_9STAP	144	0				
CMD-like	tr|A0A2K5ASH8|A0A2K5ASH8_9ARCH	128	0				
CMD-like	tr|A0A2K9LTP1|A0A2K9LTP1_9GAMM	203	0				
CMD-like	tr|A0A2K9MGV2|A0A2K9MGV2_9RHOB	155	0				
CMD-like	tr|A0A2L1GNP0|A0A2L1GNP0_9BACT	188	0				
CMD-like	tr|A0A2L2SZ26|A0A2L2SZ26_9HYPO	196	0				
CMD-like	tr|A0A2L2TQ54|A0A2L2TQ54_9HYPO	193	0				
CMD-like	tr|A0A2M8HA18|A0A2M8HA18_9GAMM	147	0				
CMD-like	tr|A0A2M9FVK8|A0A2M9FVK8_9PROT	188	0				
CMD-like	tr|A0A2M9FZM2|A0A2M9FZM2_9PROT	179	0				
CMD-like	tr|A0A2M9G0U5|A0A2M9G0U5_9PROT	135	0				
CMD-like	tr|A0A2M9G530|A0A2M9G530_9PROT	182	0				
CMD-like	tr|A0A2M9G5G5|A0A2M9G5G5_9PROT	184	0				
CMD-like	tr|A0A2M9G6A1|A0A2M9G6A1_9PROT	181	0				
CMD-like	tr|A0A2M9ZN88|A0A2M9ZN88_9LEPT	196	0				
CMD-like	tr|A0A2N0Z0M7|A0A2N0Z0M7_9BACI	130	0				
CMD-like	tr|A0A2N1J4Z4|A0A2N1J4Z4_9BACT	124	0				
CMD-like	tr|A0A2N3I805|A0A2N3I805_9BACT	121	0				
CMD-like	tr|A0A2N3PUU2|A0A2N3PUU2_9PROT	134	0				
CMD-like	tr|A0A2N3WRF2|A0A2N3WRF2_9PSEU	137	0				
CMD-like	tr|A0A2N4UAT1|A0A2N4UAT1_9BURK	181	0				
CMD-like	tr|A0A2N4UAW5|A0A2N4UAW5_9BURK	139	0				
CMD-like	tr|A0A2N5XZK6|A0A2N5XZK6_9GAMM	171	0				
CMD-like	tr|A0A2N6T6E5|A0A2N6T6E5_9CORY	143	0				
CMD-like	tr|A0A2N7WL78|A0A2N7WL78_9BURK	129	0				
CMD-like	tr|A0A2N7WQT3|A0A2N7WQT3_9BURK	135	0				
CMD-like	tr|A0A2N8KJI5|A0A2N8KJI5_9BURK	150	0				
CMD-like	tr|A0A2N8PE49|A0A2N8PE49_STRNR	149	0				
CMD-like	tr|A0A2N9BK98|A0A2N9BK98_STRCX	157	0				
CMD-like	tr|A0A2N9X7N2|A0A2N9X7N2_9NEIS	132	0				
CMD-like	tr|A0A2P4NNH3|A0A2P4NNH3_9EURY	124	0				
CMD-like	tr|A0A2P4RGR5|A0A2P4RGR5_RALPI	156	0				
CMD-like	tr|A0A2P4ZRQ6|A0A2P4ZRQ6_9HYPO	187	0				
CMD-like	tr|A0A2P6NY30|A0A2P6NY30_9EUKA	195	0				
CMD-like	tr|A0A2P7BVB3|A0A2P7BVB3_9HYPH	137	0				
CMD-like	tr|A0A2P7NRP4|A0A2P7NRP4_9PROT	184	0				
CMD-like	tr|A0A2P7QFB7|A0A2P7QFB7_9GAMM	129	0				
CMD-like	tr|A0A2P7QLA7|A0A2P7QLA7_9SPHN	190	0				
CMD-like	tr|A0A2P7QTS5|A0A2P7QTS5_9GAMM	159	0				
CMD-like	tr|A0A2P7YW92|A0A2P7YW92_9PEZI	171	0				
CMD-like	tr|A0A2P8CE71|A0A2P8CE71_9BACT	187	1	2-46	0.000207	128-179	0.000303
CMD-like	tr|A0A2P8DMZ7|A0A2P8DMZ7_9ACTN	201	0				
CMD-like	tr|A0A2P8I211|A0A2P8I211_SACCR	144	0				
CMD-like	tr|A0A2R3QD70|A0A2R3QD70_9BURK	152	0				
CMD-like	tr|A0A2R3Z963|A0A2R3Z963_9FLAO	145	0				
CMD-like	tr|A0A2R4MGA3|A0A2R4MGA3_9HYPH	188	0				
CMD-like	tr|A0A2R4TCT7|A0A2R4TCT7_9ACTN	157	0				
CMD-like	tr|A0A2R4XNV0|A0A2R4XNV0_9BURK	130	0				
CMD-like	tr|A0A2R5EV54|A0A2R5EV54_9BACL	146	0				
CMD-like	tr|A0A2R5EZB8|A0A2R5EZB8_9BACL	134	0				
CMD-like	tr|A0A2R5GQL1|A0A2R5GQL1_9STRA	169	0				
CMD-like	tr|A0A2R5HF85|A0A2R5HF85_9LACT	123	0				
CMD-like	tr|A0A2R6NKL2|A0A2R6NKL2_9APHY	147	0				
CMD-like	tr|A0A2R7YTB3|A0A2R7YTB3_9ACTN	186	0				
CMD-like	tr|A0A2R8ADK4|A0A2R8ADK4_9RHOB	143	0				
CMD-like	tr|A0A2R8AJ07|A0A2R8AJ07_9RHOB	189	0				
CMD-like	tr|A0A2R8AKC5|A0A2R8AKC5_9RHOB	147	0				
CMD-like	tr|A0A2R8BNV7|A0A2R8BNV7_9RHOB	126	0				
CMD-like	tr|A0A2R8C5P8|A0A2R8C5P8_9RHOB	144	0				
CMD-like	tr|A0A2R8CBJ4|A0A2R8CBJ4_9RHOB	180	0				
CMD-like	tr|A0A2R8CD94|A0A2R8CD94_9RHOB	153	0				
CMD-like	tr|A0A2S0JZF3|A0A2S0JZF3_LYSSH	130	0				
CMD-like	tr|A0A2S0NB69|A0A2S0NB69_9HYPH	128	0				
CMD-like	tr|A0A2S0WDM9|A0A2S0WDM9_9CORY	139	0				
CMD-like	tr|A0A2S1LTH8|A0A2S1LTH8_9FLAO	145	0				
CMD-like	tr|A0A2S2CTM7|A0A2S2CTM7_9PROT	150	0				
CMD-like	tr|A0A2S2D0B1|A0A2S2D0B1_9PROT	145	0				
CMD-like	tr|A0A2S2DHM7|A0A2S2DHM7_9BURK	149	0				
CMD-like	tr|A0A2S4MC57|A0A2S4MC57_9BURK	133	0				
CMD-like	tr|A0A2S5DAK6|A0A2S5DAK6_9NEIS	120	0				
CMD-like	tr|A0A2S5DIV2|A0A2S5DIV2_9NEIS	137	0				
CMD-like	tr|A0A2S5SYC5|A0A2S5SYC5_9BURK	144	0				
CMD-like	tr|A0A2S5TAP2|A0A2S5TAP2_9GAMM	209	0				
CMD-like	tr|A0A2S5TAY0|A0A2S5TAY0_9GAMM	132	0				
CMD-like	tr|A0A2S5TE47|A0A2S5TE47_9GAMM	167	0				
CMD-like	tr|A0A2S5TFI7|A0A2S5TFI7_9GAMM	186	0				
CMD-like	tr|A0A2S5Z906|A0A2S5Z906_9GAMM	184	0				
CMD-like	tr|A0A2S6MWP3|A0A2S6MWP3_RHOGL	182	0				
CMD-like	tr|A0A2S6N6V4|A0A2S6N6V4_RHOGL	210	0				
CMD-like	tr|A0A2S6NLQ5|A0A2S6NLQ5_RHOGL	138	0				
CMD-like	tr|A0A2S6ZM18|A0A2S6ZM18_9XANT	150	0				
CMD-like	tr|A0A2S7IRR1|A0A2S7IRR1_9BACT	145	0				
CMD-like	tr|A0A2S7K1G0|A0A2S7K1G0_9PROT	125	0				
CMD-like	tr|A0A2S7K1L5|A0A2S7K1L5_9PROT	128	0				
CMD-like	tr|A0A2S8B903|A0A2S8B903_9SPHN	127	0				
CMD-like	tr|A0A2S8F8F8|A0A2S8F8F8_9BACT	203	0				
CMD-like	tr|A0A2S8SPE0|A0A2S8SPE0_9BACT	179	0				
CMD-like	tr|A0A2X0IKE5|A0A2X0IKE5_9ACTN	165	0				
CMD-like	tr|A0A2X0KJ31|A0A2X0KJ31_9ACTN	194	0				
CMD-like	tr|A0A2X2EA80|A0A2X2EA80_PSELU	136	0				
CMD-like	tr|A0A2X2ETH3|A0A2X2ETH3_RAOPL	188	0				
CMD-like	tr|A0A2X4U9E1|A0A2X4U9E1_9NOCA	178	0				
CMD-like	tr|A0A2Y8ZM72|A0A2Y8ZM72_9MICO	136	0				
